"Date","School","Mention_Volume","Seed","Time","TournamentRound","IsWinner","SeedDifference","UpsetWin","UpsetLoss","FavoriteWin","FavoriteLoss","UnderdogWin","UnderdogLoss","SizeSetting","Control","F20Enrollment","Major","EndDate","IsMarchMadness","IsGameDay"
2023-03-24,"Colgate University",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-03-25,"University of Nevada Reno",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-03-25,"University of Virginia",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-03-25,"Arizona State University",1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-03-25,"Duke University",786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-03-25,"Utah State University",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-03-25,"University of Kansas",587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-03-25,"North Carolina State University",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-03-25,"University of Miami",7916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-03-25,"Providence College",515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-03-25,"Xavier University",1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,1,0
2023-03-25,"Indiana University Bloomington",468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-03-25,"University of Maryland",1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-03-25,"University of Illinois Urbana-Champaign",500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-25,"Michigan State University",828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-03-25,"Northwestern University",446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-03-25,"University of Iowa",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-25,"Boise State University",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-25,"Baylor University",625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-03-25,"Grand Canyon University",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-25,"University of Texas at Austin",14367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,0
2023-03-25,"West Virginia University",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-25,"Texas Christian University",494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-03-25,"Mississippi State University",544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-03-25,"Kansas State University",12547,3,"Late Afternoon","Elite 8",0,6,0,1,0,1,0,0,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,1,1
2023-03-25,"Virginia Commonwealth University",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-03-25,"University of Connecticut",10588,4,"Early Evening","Elite 8",1,1,0,0,1,0,0,0,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,1
2023-03-25,"Pittsburgh University",560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-03-25,"Iowa State University",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-03-25,"University of Southern California",1201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-03-25,"Creighton University",3279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,1,0
2023-03-25,"Auburn University",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-03-25,"Marquette University",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-03-25,"Saint Mary's College",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-03-25,"University of Houston",1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,1,0
2023-03-25,"Florida Atlantic University",17667,9,"Late Afternoon","Elite 8",1,6,1,0,1,0,0,0,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,1
2023-03-25,"San Diego State University",4579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-03-25,"University of Memphis",494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-03-25,"University of Vermont",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-03-25,"Texas Southern University",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-03-25,"Howard University",1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-03-25,"University of Arizona",574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-03-25,"UCLA",1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,0,0
2023-03-25,"University of Tennessee Knoxville",968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,0,0
2023-03-25,"University of Alabama",2952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,1,0
2023-03-25,"University of Kentucky",2601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,0,0
2023-03-25,"University of Arkansas",949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,0,0
2023-03-25,"University of Missouri",357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,0,0
2023-03-25,"Texas A&M",1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-03-25,"Penn State University",812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,0,0
2023-03-25,"Kent State University",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-03-25,"Princeton University",1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,1,0
2023-03-25,"UC Santa Barbara",356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-03-25,"Iona University",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-03-25,"Purdue University",1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-03-25,"University of North Carolina at Asheville",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-03-25,"Southeast Missouri State",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-03-25,"Kennesaw State University",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-03-25,"Drake University",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-03-25,"University of Louisiana at Lafayette",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-03-25,"Furman University",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,0,0
2023-03-25,"Northern Kentucky University",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-03-25,"College of Charleston",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-03-25,"Oral Roberts University",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-03-25,"Fairleigh Dickinson University",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,0,0
2023-03-25,"Texas A&M Corpus Christi",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-03-25,"Gonzaga University",3955,3,"Early Evening","Elite 8",0,1,0,0,0,1,0,0,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,1,1
2023-03-25,"Montana State University",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-03-25,"Colgate University",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-03-26,"University of Nevada Reno",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-03-26,"University of Virginia",1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-03-26,"Arizona State University",727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-03-26,"Duke University",660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-03-26,"Utah State University",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-03-26,"University of Kansas",531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-03-26,"North Carolina State University",241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-03-26,"University of Miami",24634,5,"Late Afternoon","Elite 8",1,3,0,0,1,0,0,0,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,1
2023-03-26,"Providence College",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-03-26,"Xavier University",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,0,0
2023-03-26,"Indiana University Bloomington",307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-03-26,"University of Maryland",1122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-03-26,"University of Illinois Urbana-Champaign",1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-26,"Michigan State University",1130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-03-26,"Northwestern University",376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-03-26,"University of Iowa",1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-26,"Boise State University",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-26,"Baylor University",928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-03-26,"Grand Canyon University",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-26,"University of Texas at Austin",15937,2,"Late Afternoon","Elite 8",0,3,0,0,0,1,0,0,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,1
2023-03-26,"West Virginia University",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-26,"Texas Christian University",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-03-26,"Mississippi State University",259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-03-26,"Kansas State University",2803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,1,0
2023-03-26,"Virginia Commonwealth University",214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-03-26,"University of Connecticut",7001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-03-26,"Pittsburgh University",538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-03-26,"Iowa State University",221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-03-26,"University of Southern California",846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-03-26,"Creighton University",4995,6,"Mid Afternoon","Elite 8",0,1,0,0,0,0,0,1,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,1,1
2023-03-26,"Auburn University",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-03-26,"Marquette University",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-03-26,"Saint Mary's College",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-03-26,"University of Houston",718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,0,0
2023-03-26,"Florida Atlantic University",7721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
2023-03-26,"San Diego State University",15996,5,"Mid Afternoon","Elite 8",1,1,0,0,0,0,1,0,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,1
2023-03-26,"University of Memphis",353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-03-26,"University of Vermont",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-03-26,"Texas Southern University",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-03-26,"Howard University",1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-03-26,"University of Arizona",341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-03-26,"UCLA",1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,0,0
2023-03-26,"University of Tennessee Knoxville",583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,0,0
2023-03-26,"University of Alabama",1113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,0,0
2023-03-26,"University of Kentucky",2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,0,0
2023-03-26,"University of Arkansas",954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,0,0
2023-03-26,"University of Missouri",594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,0,0
2023-03-26,"Texas A&M",1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-03-26,"Penn State University",1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,0,0
2023-03-26,"Kent State University",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-03-26,"Princeton University",736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,0,0
2023-03-26,"UC Santa Barbara",364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-03-26,"Iona University",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-03-26,"Purdue University",765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-03-26,"University of North Carolina at Asheville",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-03-26,"Southeast Missouri State",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-03-26,"Kennesaw State University",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-03-26,"Drake University",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-03-26,"University of Louisiana at Lafayette",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-03-26,"Furman University",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,0,0
2023-03-26,"Northern Kentucky University",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-03-26,"College of Charleston",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-03-26,"Oral Roberts University",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-03-26,"Fairleigh Dickinson University",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,0,0
2023-03-26,"Texas A&M Corpus Christi",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-03-26,"Gonzaga University",1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,1,0
2023-03-26,"Montana State University",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-03-26,"Colgate University",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-03-27,"University of Nevada Reno",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-03-27,"University of Virginia",1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-03-27,"Arizona State University",1454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-03-27,"Duke University",2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-03-27,"Utah State University",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-03-27,"University of Kansas",692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-03-27,"North Carolina State University",545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-03-27,"University of Miami",7717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-03-27,"Providence College",480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-03-27,"Xavier University",224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,0,0
2023-03-27,"Indiana University Bloomington",550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-03-27,"University of Maryland",2519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-03-27,"University of Illinois Urbana-Champaign",989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-03-27,"Michigan State University",1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-03-27,"Northwestern University",1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-03-27,"University of Iowa",1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-03-27,"Boise State University",246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-03-27,"Baylor University",772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-03-27,"Grand Canyon University",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-03-27,"University of Texas at Austin",7687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,1,0
2023-03-27,"West Virginia University",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-03-27,"Texas Christian University",420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-03-27,"Mississippi State University",388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
