"Date","School","Mention_Volume","Seed","Time","TournamentRound","IsWinner","SeedDifference","UpsetWin","UpsetLoss","FavoriteWin","FavoriteLoss","UnderdogWin","UnderdogLoss","SizeSetting","Control","F20Enrollment","Major","EndDate","IsMarchMadness","IsGameDay"
2023-04-01,"Florida Atlantic University",11631,9,"Late Afternoon","Final 4",0,4,0,0,0,0,0,1,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,1
2023-04-01,"San Diego State University",26918,5,"Late Afternoon","Final 4",1,4,0,0,0,0,1,0,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,1
2023-04-01,"University of Memphis",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-04-01,"University of Vermont",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-04-01,"Texas Southern University",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-04-01,"Howard University",575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-04-01,"University of Arizona",754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-04-01,"UCLA",1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,0,0
2023-04-01,"University of Tennessee Knoxville",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,0,0
2023-04-01,"University of Alabama",1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,0,0
2023-04-01,"University of Kentucky",1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,0,0
2023-04-01,"University of Arkansas",1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,0,0
2023-04-01,"University of Missouri",1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,0,0
2023-04-01,"Texas A&M",848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-04-01,"Penn State University",772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,0,0
2023-04-01,"Kent State University",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-04-01,"Princeton University",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,0,0
2023-04-01,"UC Santa Barbara",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-04-01,"Iona University",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-04-01,"Purdue University",2488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-04-01,"University of North Carolina at Asheville",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-04-01,"Southeast Missouri State",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-04-01,"Kennesaw State University",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-04-01,"Drake University",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-04-01,"University of Louisiana at Lafayette",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-04-01,"Furman University",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,0,0
2023-04-01,"Northern Kentucky University",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-04-01,"College of Charleston",512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-04-01,"Oral Roberts University",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-04-01,"Fairleigh Dickinson University",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,0,0
2023-04-01,"Texas A&M Corpus Christi",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-04-01,"Gonzaga University",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,0,0
2023-04-01,"Montana State University",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-04-01,"Colgate University",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-04-02,"University of Nevada Reno",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-04-02,"University of Virginia",627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-04-02,"Arizona State University",688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-04-02,"Duke University",777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-04-02,"Utah State University",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-04-02,"University of Kansas",654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-04-02,"North Carolina State University",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-04-02,"University of Miami",4441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,1,0
2023-04-02,"Providence College",247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-04-02,"Xavier University",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,0,0
2023-04-02,"Indiana University Bloomington",358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-04-02,"University of Maryland",770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-04-02,"University of Illinois Urbana-Champaign",741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-04-02,"Michigan State University",726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-04-02,"Northwestern University",997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-04-02,"University of Iowa",5519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-04-02,"Boise State University",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-04-02,"Baylor University",269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-04-02,"Grand Canyon University",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-04-02,"University of Texas at Austin",1464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,0,0
2023-04-02,"West Virginia University",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-04-02,"Texas Christian University",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-04-02,"Mississippi State University",244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-04-02,"Kansas State University",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,0,0
2023-04-02,"Virginia Commonwealth University",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-04-02,"University of Connecticut",14110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,0
2023-04-02,"Pittsburgh University",319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-04-02,"Iowa State University",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-04-02,"University of Southern California",1215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-04-02,"Creighton University",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,0,0
2023-04-02,"Auburn University",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-04-02,"Marquette University",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-04-02,"Saint Mary's College",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-04-02,"University of Houston",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,0,0
2023-04-02,"Florida Atlantic University",3631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30805,0,2023-04-02,1,0
2023-04-02,"San Diego State University",11388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",36334,0,2023-04-04,1,0
2023-04-02,"University of Memphis",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22205,1,2023-03-18,0,0
2023-04-02,"University of Vermont",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",13292,0,2023-03-18,0,0
2023-04-02,"Texas Southern University",284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",7015,0,2023-03-16,0,0
2023-04-02,"Howard University",974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",10859,0,2023-03-17,0,0
2023-04-02,"University of Arizona",492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",45601,1,2023-03-17,0,0
2023-04-02,"UCLA",1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Public",44589,1,2023-03-24,0,0
2023-04-02,"University of Tennessee Knoxville",537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30559,1,2023-03-24,0,0
2023-04-02,"University of Alabama",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",22563,1,2023-03-25,0,0
2023-04-02,"University of Kentucky",1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29986,1,2023-03-20,0,0
2023-04-02,"University of Arkansas",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",27562,1,2023-03-24,0,0
2023-04-02,"University of Missouri",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31089,1,2023-03-19,0,0
2023-04-02,"Texas A&M",867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",70418,1,2023-03-17,0,0
2023-04-02,"Penn State University",618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",89816,1,2023-03-19,0,0
2023-04-02,"Kent State University",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26822,0,2023-03-18,0,0
2023-04-02,"Princeton University",608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7853,0,2023-03-25,0,0
2023-04-02,"UC Santa Barbara",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26179,0,2023-03-18,0,0
2023-04-02,"Iona University",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",3590,0,2023-03-18,0,0
2023-04-02,"Purdue University",1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",46655,1,2023-03-18,0,0
2023-04-02,"University of North Carolina at Asheville",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Public",3363,0,2023-03-17,0,0
2023-04-02,"Southeast Missouri State",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10001,0,2023-03-15,0,0
2023-04-02,"Kennesaw State University",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",41181,0,2023-03-18,0,0
2023-04-02,"Drake University",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4774,0,2023-03-18,0,0
2023-04-02,"University of Louisiana at Lafayette",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16450,0,2023-03-17,0,0
2023-04-02,"Furman University",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, small, highly residential","Private not-for-profit",2567,0,2023-03-19,0,0
2023-04-02,"Northern Kentucky University",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",16211,0,2023-03-17,0,0
2023-04-02,"College of Charleston",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10384,0,2023-03-17,0,0
2023-04-02,"Oral Roberts University",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4317,0,2023-03-17,0,0
2023-04-02,"Fairleigh Dickinson University",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7479,0,2023-03-20,0,0
2023-04-02,"Texas A&M Corpus Christi",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Public",10820,0,2023-03-17,0,0
2023-04-02,"Gonzaga University",202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",7295,0,2023-03-26,0,0
2023-04-02,"Montana State University",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",16218,0,2023-03-18,0,0
2023-04-02,"Colgate University",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3054,0,2023-03-17,0,0
2023-04-03,"University of Nevada Reno",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",20722,0,2023-03-16,0,0
2023-04-03,"University of Virginia",1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",25628,1,2023-03-17,0,0
2023-04-03,"Arizona State University",1142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",74795,1,2023-03-18,0,0
2023-04-03,"Duke University",1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",16172,1,2023-03-19,0,0
2023-04-03,"Utah State University",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",27691,0,2023-03-17,0,0
2023-04-03,"University of Kansas",1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26744,1,2023-03-19,0,0
2023-04-03,"North Carolina State University",1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",36042,1,2023-03-18,0,0
2023-04-03,"University of Miami",2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",17809,1,2023-04-02,0,0
2023-04-03,"Providence College",321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",4821,1,2023-03-18,0,0
2023-04-03,"Xavier University",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, primarily residential","Private not-for-profit",7061,0,2023-03-25,0,0
2023-04-03,"Indiana University Bloomington",986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",43064,1,2023-03-20,0,0
2023-04-03,"University of Maryland",1771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",40709,1,2023-03-19,0,0
2023-04-03,"University of Illinois Urbana-Champaign",1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",52679,1,2023-03-17,0,0
2023-04-03,"Michigan State University",1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",49695,1,2023-03-24,0,0
2023-04-03,"Northwestern University",1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",22603,1,2023-03-19,0,0
2023-04-03,"University of Iowa",4083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",30318,1,2023-03-17,0,0
2023-04-03,"Boise State University",215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",24069,0,2023-03-17,0,0
2023-04-03,"Baylor University",760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",19297,1,2023-03-20,0,0
2023-04-03,"Grand Canyon University",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Private not-for-profit",103427,0,2023-03-18,0,0
2023-04-03,"University of Texas at Austin",1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",50476,1,2023-03-27,0,0
2023-04-03,"West Virginia University",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",26269,1,2023-03-17,0,0
2023-04-03,"Texas Christian University",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11379,1,2023-03-20,0,0
2023-04-03,"Mississippi State University",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",22986,1,2023-03-15,0,0
2023-04-03,"Kansas State University",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",20854,0,2023-03-26,0,0
2023-04-03,"Virginia Commonwealth University",605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",29070,0,2023-03-18,0,0
2023-04-03,"University of Connecticut",30903,4,"Late Evening","Championship",1,1,0,0,0,0,1,0,"Four-year, large, highly residential","Public",27215,1,2023-04-04,1,1
2023-04-03,"Pittsburgh University",1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",32277,1,2023-03-20,0,0
2023-04-03,"Iowa State University",359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Public",31822,1,2023-03-18,0,0
2023-04-03,"University of Southern California",1252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily residential","Private not-for-profit",46287,1,2023-03-18,0,0
2023-04-03,"Creighton University",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",8770,1,2023-03-27,0,0
2023-04-03,"Auburn University",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",30737,1,2023-03-19,0,0
2023-04-03,"Marquette University",246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, highly residential","Private not-for-profit",11550,1,2023-03-20,0,0
2023-04-03,"Saint Mary's College",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, medium, highly residential","Private not-for-profit",3439,0,2023-03-20,0,0
2023-04-03,"University of Houston",1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Four-year, large, primarily nonresidential","Public",47090,0,2023-03-25,0,0
